node_id,node_type,name,scenario
B_AT1009(2),Building,普通大樓,Carbon_SIDCM
B_AT1015,Building,小福樓,Carbon_SIDCM
B_AT2007,Building,化學工程館,Carbon_SIDCM
B_AT2008,Building,土木館,Carbon_SIDCM
B_AT2006,Building,文學院,Carbon_SIDCM
B_AT1002-A,Building,司令台,Carbon_SIDCM
B_AT2001,Building,農業陳列館,Carbon_SIDCM
B_AT2005(1),Building,校史館,Carbon_SIDCM
B_AT2005(2),Building,人類學博物館,Carbon_SIDCM
B_AT2005(3),Building,舊總圖,Carbon_SIDCM
B_AT2005-1,Building,樂學館,Carbon_SIDCM
B_AT1041(1),Building,新南球場,Carbon_SIDCM
B_AT1041(2),Building,新月台,Carbon_SIDCM
B_AT1041(3),Building,新南停車場,Carbon_SIDCM
B_AT1041(4),Building,紅土網球場,Carbon_SIDCM
B_AT1041(8),Building,新月台揚水及汙水泵用電,Carbon_SIDCM
B_AT2022,Building,女五舍,Carbon_SIDCM
B_AT2028,Building,三號館,Carbon_SIDCM
B_AT2028-A,Building,-電子顯微鏡館-,Carbon_SIDCM
B_AT2029,Building,農化二館暨行政大樓,Carbon_SIDCM
B_AT2030-B,Building,性別平等教育委員會,Carbon_SIDCM
B_AT2030-D,Building,物理系液氮機室,Carbon_SIDCM
B_AT4026,Building,-推廣中心-,Carbon_SIDCM
B_AT4026-4,Building,-城鄉所-,Carbon_SIDCM
B_AT2004-F,Building,大門口警衛室,Carbon_SIDCM
B_AT2015,Building,一號館,Carbon_SIDCM
B_AT2015(1),Building,一號館1F(戲劇系),Carbon_SIDCM
B_AT2015(2),Building,一號館2F,Carbon_SIDCM
B_AT2015(3),Building,一號館3F,Carbon_SIDCM
B_AT2015-A,Building,動物標本館,Carbon_SIDCM
B_AT2016,Building,漁業陳列館,Carbon_SIDCM
B_AT2016-A,Building,-漁業生物實驗室-,Carbon_SIDCM
B_AT2017,Building,女一舍,Carbon_SIDCM
B_AT2018,Building,女三舍,Carbon_SIDCM
B_AT2019,Building,女二舍,Carbon_SIDCM
B_AT2020,Building,植物病毒研究室,Carbon_SIDCM
B_AT2020-C,Building,植物溫室,Carbon_SIDCM
B_AT2021,Building,植物標本館,Carbon_SIDCM
B_2C_L1,Building,椰林大道路燈前段,Carbon_SIDCM
B_AT2018-A,Building,雜工班,Carbon_SIDCM
B_AT2027,Building,二號館,Carbon_SIDCM
B_AT2027(1),Building,2號館1F,Carbon_SIDCM
B_AT2027(2),Building,2號館2F,Carbon_SIDCM
B_AT2027(3),Building,2號館3F,Carbon_SIDCM
B_AT2030,Building,農化系食品工廠,Carbon_SIDCM
B_AT2031(1),Building,化工光電晶體實驗室,Carbon_SIDCM
B_AT2031(2),Building,生醫材料(陶瓷)實驗室,Carbon_SIDCM
B_AT2031(3),Building,綠色化學實驗室,Carbon_SIDCM
B_AT2031(4),Building,職涯中心,Carbon_SIDCM
B_AT2031(5),Building,學生心理輔導中心,Carbon_SIDCM
B_AT2031-A,Building,望樂樓,Carbon_SIDCM
B_AT2032-1(A),Building,行政大樓教務處資訊室,Carbon_SIDCM
B_AT2033(2),Building,農化系實驗室,Carbon_SIDCM
B_AT2034(2),Building,夜間部大樓,Carbon_SIDCM
B_AT2034-B,Building,保管組倉庫,Carbon_SIDCM
B_AT2034-C,Building,小小福,Carbon_SIDCM
B_AT2038-B,Building,舟山路崗亭,Carbon_SIDCM
B_AT2032,Building,行政大樓前棟,Carbon_SIDCM
B_AT2032-1,Building,行政大樓後棟,Carbon_SIDCM
B_AT2032-A,Building,第一會議室,Carbon_SIDCM
B_AT2035,Building,四號館,Carbon_SIDCM
B_AT2036,Building,五號館,Carbon_SIDCM
B_AT2037(1),Building,農綜館,Carbon_SIDCM
B_AT2037(2),Building,植物工廠,Carbon_SIDCM
B_AT2038,Building,共同教室,Carbon_SIDCM
B_AT2038-A,Building,農產品中心,Carbon_SIDCM
B_AT2040,Building,生工系實驗室,Carbon_SIDCM
B_AT2041,Building,農化系土壤研究室,Carbon_SIDCM
B_AT2042,Building,森林館,Carbon_SIDCM
B_AT2043,Building,水工試驗所,Carbon_SIDCM
B_AT2044-A,Building,水工試驗所馬達房,Carbon_SIDCM
B_AT2045,Building,保健中心,Carbon_SIDCM
B_AT2046,Building,林產館,Carbon_SIDCM
B_AT2047,Building,航空測量館,Carbon_SIDCM
B_4B_L1,Building,停車場路燈,Carbon_SIDCM
B_AT4029,Building,管理學院教學館,Carbon_SIDCM
B_AT4029-A,Building,原教堂(藝文中心),Carbon_SIDCM
B_AT4029-B,Building,多功能生活廳,Carbon_SIDCM
B_AT2044,Building,水工大樓,Carbon_SIDCM
B_AT2048,Building,園藝系花卉館,Carbon_SIDCM
B_AT3041,Building,總圖書館,Carbon_SIDCM
B_AT3001,Building,資訊工程館,Carbon_SIDCM
B_AT3002,Building,-機械臨時工廠-,Carbon_SIDCM
B_AT3003(1),Building,電機二館,Carbon_SIDCM
B_AT3003(2),Building,聯合研究中心,Carbon_SIDCM
B_AT3005,Building,獸醫一館,Carbon_SIDCM
B_AT3043,Building,獸醫三館,Carbon_SIDCM
B_AT1029,Building,志鴻館,Carbon_SIDCM
B_AT1030,Building,機械舊館,Carbon_SIDCM
B_3E_L1,Building,振興草坪路燈,Carbon_SIDCM
B_3E_L2,Building,水杉道路燈,Carbon_SIDCM
B_AT2009,Building,綜合教室,Carbon_SIDCM
B_AT2010,Building,圖書資訊館,Carbon_SIDCM
B_AT2011,Building,第一活動中心,Carbon_SIDCM
B_AT2012,Building,農藝館,Carbon_SIDCM
B_AT2049(1),Building,教學二期大樓(不含圖書館書庫),Carbon_SIDCM
B_AT2049(2),Building,圖書館書庫,Carbon_SIDCM
B_AT3047(1),Building,鄭江樓北棟化工系(不含大公),Carbon_SIDCM
B_AT3047(2),Building,鄭江樓南棟生機系(不含公共),Carbon_SIDCM
B_AT3047(3),Building,鄭江樓南棟6樓保管組(不含公共),Carbon_SIDCM
B_AT3047(4),Building,鄭江樓南棟7樓保管組(不含公共),Carbon_SIDCM
B_AT3047(5),Building,鄭江樓南棟空調,Carbon_SIDCM
B_AT3047(6),Building,鄭江樓南棟公共(揚水、電梯),Carbon_SIDCM
B_AT3047(7),Building,鄭江樓事務組,Carbon_SIDCM
B_AT3047(8),Building,鄭江樓大公(雨廢水、消防),Carbon_SIDCM
B_AT3049,Building,學新館,Carbon_SIDCM
B_AT3010,Building,農機館,Carbon_SIDCM
B_AT3013,Building,中非大樓,Carbon_SIDCM
B_AT3042,Building,博理館,Carbon_SIDCM
B_AT3038(1),Building,社會研究所停車場,Carbon_SIDCM
B_AT3038(2),Building,社會研究所,Carbon_SIDCM
B_AT3037-D,Building,-辛亥大門-,Carbon_SIDCM
B_AT3039(1),Building,國發所停車場,Carbon_SIDCM
B_AT3039(2),Building,國家發展所大樓,Carbon_SIDCM
B_AT3040(1),Building,新聞所停車場,Carbon_SIDCM
B_AT3040(2),Building,新聞所大樓,Carbon_SIDCM
B_AT1025,Building,-水產養殖池-,Carbon_SIDCM
B_AT1026,Building,漁業科學館,Carbon_SIDCM
B_AT1031,Building,計資中心,Carbon_SIDCM
B_AT1032,Building,視聽教育館,Carbon_SIDCM
B_AT1035,Building,語言大樓,Carbon_SIDCM
B_AT3044(1),Building,霖澤館停車場,Carbon_SIDCM
B_AT3044(2),Building,霖澤館,Carbon_SIDCM
B_AT3046(1),Building,社科院大樓總錶,Carbon_SIDCM
B_AT3045(1),Building,萬才館停車場,Carbon_SIDCM
B_AT3045(2),Building,萬才館,Carbon_SIDCM
B_KT0032,Building,水源校區總圖(飲水樓),Carbon_SIDCM
B_KT0032-1,Building,水源溫室,Carbon_SIDCM
B_KT0021,Building,機械工廠,Carbon_SIDCM
B_KT0025,Building,澄思樓,Carbon_SIDCM
B_KT0026(1),Building,輔具中心,Carbon_SIDCM
B_KT0026(2),Building,水源事務組停車場,Carbon_SIDCM
B_KT0027,Building,育成大樓(水源),Carbon_SIDCM
B_KT0029,Building,行政大樓(水源),Carbon_SIDCM
B_KT0041,Building,理化大樓(水源),Carbon_SIDCM
B_KT0044,Building,育成C,Carbon_SIDCM
B_KT0045(2),Building,卓越研究大樓,Carbon_SIDCM
B_AT4030,Building,學生第二活動中心,Carbon_SIDCM
B_AT4030-1,Building,管院二號館,Carbon_SIDCM
B_AT4024,Building,展書樓,Carbon_SIDCM
B_AT4022(1),Building,戲劇廳（鹿嗚堂二樓）,Carbon_SIDCM
B_AT4022(2),Building,鹿鳴堂一樓,Carbon_SIDCM
B_AT4022-1,Building,-鹿鳴雅舍-,Carbon_SIDCM
B_AT4022-2,Building,教職員工聯誼廳,Carbon_SIDCM
B_AT4023,Building,地質系,Carbon_SIDCM
B_AT4027-A,Building,幼稚園,Carbon_SIDCM
B_AT4016,Building,園藝系造園館,Carbon_SIDCM
B_AT4020,Building,食科館,Carbon_SIDCM
B_AT4021,Building,園產加工廠,Carbon_SIDCM
B_AT4034,Building,食科所食品研發大樓,Carbon_SIDCM
B_AT4019,Building,大氣系A、B館,Carbon_SIDCM
B_AT4032,Building,園藝系精密溫室,Carbon_SIDCM
B_AT4032(1),Building,轉殖溫室,Carbon_SIDCM
B_AT4032(2),Building,精密溫室,Carbon_SIDCM
B_AT4002,Building,環工所,Carbon_SIDCM
B_AT4003,Building,工科海洋系,Carbon_SIDCM
B_AT4038(1),Building,禮賢樓1樓總用電(不含空調),Carbon_SIDCM
B_AT4038(10),Building,禮賢樓8樓總用電,Carbon_SIDCM
B_AT4038(11),Building,禮賢樓劇場用電,Carbon_SIDCM
B_AT4038(12),Building,禮賢樓大公共用電,Carbon_SIDCM
B_AT4038(2),Building,禮賢樓1樓空調用電,Carbon_SIDCM
B_AT4038(3),Building,禮賢樓1樓銀行專用迴路,Carbon_SIDCM
B_AT4038(4),Building,禮賢樓2樓總用電,Carbon_SIDCM
B_AT4038(5),Building,禮賢樓3樓總用電,Carbon_SIDCM
B_AT4038(6),Building,禮賢樓4樓總用電,Carbon_SIDCM
B_AT4038(7),Building,禮賢樓5樓總用電,Carbon_SIDCM
B_AT4038(8),Building,禮賢樓6樓總用電,Carbon_SIDCM
B_AT4038(9),Building,禮賢樓7樓總用電,Carbon_SIDCM
B_AT5041,Building,動物醫院,Carbon_SIDCM
B_AT5037,Building,動科系,Carbon_SIDCM
B_AT5014(3),Building,生技中心,Carbon_SIDCM
B_AT5039,Building,昆蟲館,Carbon_SIDCM
B_AT5043,Building,土木研究大樓,Carbon_SIDCM
B_AT6011(1),Building,環安衛中心,Carbon_SIDCM
B_AT6011(2),Building,環工所,Carbon_SIDCM
B_AT6015,Building,動物實驗中心,Carbon_SIDCM
B_AT3035,Building,國青舍（研三舍）,Carbon_SIDCM
B_AT1039,Building,體育館,Carbon_SIDCM
B_AT4025,Building,管理學院1號館,Carbon_SIDCM
B_AT4018,Building,地理系,Carbon_SIDCM
B_AT4018-A(1),Building,浩翰樓華南銀行,Carbon_SIDCM
B_AT4018-A(2),Building,華南銀行司機室,Carbon_SIDCM
B_AT4018-A(4),Building,浩翰樓,Carbon_SIDCM
B_AT4039,Building,立體機車停車場總用電,Carbon_SIDCM
B_AT4039(1),Building,立體機車停車場事務組用電(不含大公),Carbon_SIDCM
B_AT4039(2),Building,立體機車停車場工科海洋用電(不含大公),Carbon_SIDCM
B_AT4039(3),Building,立體機車停車場大公共用電,Carbon_SIDCM
B_AT5041-1,Building,獸醫二館,Carbon_SIDCM
B_AT4035,Building,明達館,Carbon_SIDCM
B_AT4035(1),Building,明達館停車場,Carbon_SIDCM
B_AT4035(3),Building,明達2F保管組場地,Carbon_SIDCM
B_AT4035(5),Building,玉山台大AI暨金融科技研發中心,Carbon_SIDCM
B_AT4031(1),Building,生科館停車場,Carbon_SIDCM
B_AT4031(3),Building,生科館,Carbon_SIDCM
B_AT4038,Building,禮賢樓總用電,Carbon_SIDCM
B_BT1010,Building,經研大樓,Carbon_SIDCM
B_BT1011,Building,徐州校區國際會議廳,Carbon_SIDCM
B_BT1012,Building,法學院社科圖書館,Carbon_SIDCM
B_AT4010,Building,農業試驗場,Carbon_SIDCM
B_AT4010-B,Building,種子研究室,Carbon_SIDCM
B_AT4009-A,Building,人工氣候室,Carbon_SIDCM
EF_AT1018_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1018_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1019_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1019_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1020_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1020_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AN1022_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AN1022_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1023_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1023_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1040_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1040_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1040(1)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1040(1)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1040(2)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1040(2)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1042_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1042_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1044_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1044_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1017_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1017_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AN1024_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AN1024_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1038(1)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1038(1)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1038(2)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1038(2)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1033_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1033_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1027(1)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1027(1)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1034_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1034_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1036_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1036_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1037_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1037_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2025_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2025_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2026_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2026_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT5017_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT5017_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT5017-A_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT5017-A_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT5018_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT5018_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT5019_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT5019_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT5021_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT5021_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT5001_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT5001_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT5002_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT5002_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2023_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2023_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1004 _2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1004 _2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1011_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1011_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1005_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1005_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1006_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1006_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1009(1)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1009(1)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1009(2)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1009(2)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1015_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1015_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2007_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2007_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2008_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2008_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2006_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2006_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1002-A_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1002-A_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2001_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2001_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2005(1)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2005(1)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2005(2)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2005(2)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2005(3)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2005(3)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2005-1_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2005-1_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1041(1)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1041(1)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1041(2)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1041(2)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1041(3)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1041(3)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1041(4)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1041(4)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT1041(8)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT1041(8)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2022_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2022_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2028_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2028_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2028-A_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2028-A_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2029_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2029_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2030-B_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2030-B_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2030-D_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2030-D_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT4026_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT4026_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT4026-4_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT4026-4_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2004-F_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2004-F_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2015_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2015_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2015(1)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2015(1)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2015(2)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2015(2)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2015(3)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2015(3)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2015-A_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2015-A_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2016_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2016_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2016-A_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2016-A_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2017_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2017_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2018_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2018_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2019_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2019_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2020_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2020_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2020-C_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2020-C_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2021_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2021_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_2C_L1_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_2C_L1_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2018-A_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2018-A_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2027_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2027_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
EF_AT2027(1)_2023-1,EnergyFlow,Electricity_2023-1,Carbon_SIDCM
EM_AT2027(1)_2023-1,EmissionRecord,OperationalCarbon_2023-1,Carbon_SIDCM
